signature,level,weight,newform_index,newform_label,prime,coefficient,coefficient_field,coefficient_field_kind,is_rational_integer,reduction_mod_5_available,coefficient_mod_5,prime_above_5_metadata,row_status
5-4-5,2200,2,16,q + a16*q^3 + O(q^6),41,6*a16 - 7,Number Field in a16 with defining polynomial x^2 - x - 1,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (-2*a16 + 1)""}]",coefficient_field_unclear
5-4-5,2200,2,16,q + a16*q^3 + O(q^6),61,-5*a16 - 5,Number Field in a16 with defining polynomial x^2 - x - 1,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (-2*a16 + 1)""}]",coefficient_field_unclear
5-4-5,2200,2,17,q - a17*q^3 + O(q^6),3,-a17,Number Field in a17 with defining polynomial x^2 + x - 1,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (-2*a17 - 1)""}]",coefficient_field_unclear
5-4-5,2200,2,17,q - a17*q^3 + O(q^6),13,2*a17 + 1,Number Field in a17 with defining polynomial x^2 + x - 1,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (-2*a17 - 1)""}]",coefficient_field_unclear
5-4-5,2200,2,17,q - a17*q^3 + O(q^6),17,3*a17,Number Field in a17 with defining polynomial x^2 + x - 1,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (-2*a17 - 1)""}]",coefficient_field_unclear
5-4-5,2200,2,17,q - a17*q^3 + O(q^6),41,-8*a17 - 5,Number Field in a17 with defining polynomial x^2 + x - 1,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (-2*a17 - 1)""}]",coefficient_field_unclear
5-4-5,2200,2,17,q - a17*q^3 + O(q^6),61,-5*a17 - 1,Number Field in a17 with defining polynomial x^2 + x - 1,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (-2*a17 - 1)""}]",coefficient_field_unclear
5-4-5,2200,2,18,q + a18*q^3 + O(q^6),3,a18,Number Field in a18 with defining polynomial x^2 - x - 4,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,2200,2,18,q + a18*q^3 + O(q^6),13,-2,Number Field in a18 with defining polynomial x^2 - x - 4,number_field,True,True,3,,completed
5-4-5,2200,2,18,q + a18*q^3 + O(q^6),17,a18 - 2,Number Field in a18 with defining polynomial x^2 - x - 4,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,2200,2,18,q + a18*q^3 + O(q^6),41,2,Number Field in a18 with defining polynomial x^2 - x - 4,number_field,True,True,2,,completed
5-4-5,2200,2,18,q + a18*q^3 + O(q^6),61,-3*a18 + 10,Number Field in a18 with defining polynomial x^2 - x - 4,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,2200,2,19,q + 1/2*a19*q^3 + O(q^6),3,1/2*a19,Number Field in a19 with defining polynomial x^3 + 6*x^2 - 12*x - 48,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (1/2*a19 - 1)""}, {""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (1/4*a19^2 + 2*a19 + 1)""}]",coefficient_field_unclear
5-4-5,2200,2,19,q + 1/2*a19*q^3 + O(q^6),13,a19 + 3,Number Field in a19 with defining polynomial x^3 + 6*x^2 - 12*x - 48,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (1/2*a19 - 1)""}, {""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (1/4*a19^2 + 2*a19 + 1)""}]",coefficient_field_unclear
5-4-5,2200,2,19,q + 1/2*a19*q^3 + O(q^6),17,1/2*a19^2 + 3/2*a19 - 6,Number Field in a19 with defining polynomial x^3 + 6*x^2 - 12*x - 48,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (1/2*a19 - 1)""}, {""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (1/4*a19^2 + 2*a19 + 1)""}]",coefficient_field_unclear
5-4-5,2200,2,19,q + 1/2*a19*q^3 + O(q^6),41,1/4*a19^2 + 1/2*a19 - 2,Number Field in a19 with defining polynomial x^3 + 6*x^2 - 12*x - 48,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (1/2*a19 - 1)""}, {""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (1/4*a19^2 + 2*a19 + 1)""}]",coefficient_field_unclear
5-4-5,2200,2,19,q + 1/2*a19*q^3 + O(q^6),61,-3/4*a19^2 - 2*a19 + 10,Number Field in a19 with defining polynomial x^3 + 6*x^2 - 12*x - 48,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (1/2*a19 - 1)""}, {""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (1/4*a19^2 + 2*a19 + 1)""}]",coefficient_field_unclear
5-4-5,2200,2,20,q - 1/2*a20*q^3 + O(q^6),3,-1/2*a20,Number Field in a20 with defining polynomial x^3 - 2*x^2 - 28*x + 48,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,2200,2,20,q - 1/2*a20*q^3 + O(q^6),13,-1,Number Field in a20 with defining polynomial x^3 - 2*x^2 - 28*x + 48,number_field,True,True,4,,completed
5-4-5,2200,2,20,q - 1/2*a20*q^3 + O(q^6),17,-1/2*a20 + 2,Number Field in a20 with defining polynomial x^3 - 2*x^2 - 28*x + 48,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,2200,2,20,q - 1/2*a20*q^3 + O(q^6),41,-1/4*a20^2 + 1/2*a20 + 6,Number Field in a20 with defining polynomial x^3 - 2*x^2 - 28*x + 48,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,2200,2,20,q - 1/2*a20*q^3 + O(q^6),61,1/4*a20^2 + a20 - 6,Number Field in a20 with defining polynomial x^3 - 2*x^2 - 28*x + 48,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,2200,2,21,q - a21*q^3 + O(q^6),3,-a21,Number Field in a21 with defining polynomial x^3 + x^2 - 7*x - 6,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,2200,2,21,q - a21*q^3 + O(q^6),13,1,Number Field in a21 with defining polynomial x^3 + x^2 - 7*x - 6,number_field,True,True,1,,completed
5-4-5,2200,2,21,q - a21*q^3 + O(q^6),17,-a21 - 2,Number Field in a21 with defining polynomial x^3 + x^2 - 7*x - 6,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,2200,2,21,q - a21*q^3 + O(q^6),41,-a21^2 - a21 + 6,Number Field in a21 with defining polynomial x^3 + x^2 - 7*x - 6,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,2200,2,21,q - a21*q^3 + O(q^6),61,a21^2 - 2*a21 - 6,Number Field in a21 with defining polynomial x^3 + x^2 - 7*x - 6,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,2200,2,22,q - a22*q^3 + O(q^6),3,-a22,Number Field in a22 with defining polynomial x^3 + 3*x^2 - 3*x - 6,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (a22 - 1)""}, {""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (a22^2 + 4*a22 + 1)""}]",coefficient_field_unclear
5-4-5,2200,2,22,q - a22*q^3 + O(q^6),13,-2*a22 - 3,Number Field in a22 with defining polynomial x^3 + 3*x^2 - 3*x - 6,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (a22 - 1)""}, {""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (a22^2 + 4*a22 + 1)""}]",coefficient_field_unclear
5-4-5,2200,2,22,q - a22*q^3 + O(q^6),17,-2*a22^2 - 3*a22 + 6,Number Field in a22 with defining polynomial x^3 + 3*x^2 - 3*x - 6,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (a22 - 1)""}, {""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (a22^2 + 4*a22 + 1)""}]",coefficient_field_unclear
5-4-5,2200,2,22,q - a22*q^3 + O(q^6),41,a22^2 + a22 - 2,Number Field in a22 with defining polynomial x^3 + 3*x^2 - 3*x - 6,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (a22 - 1)""}, {""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (a22^2 + 4*a22 + 1)""}]",coefficient_field_unclear
5-4-5,2200,2,22,q - a22*q^3 + O(q^6),61,-3*a22^2 - 4*a22 + 10,Number Field in a22 with defining polynomial x^3 + 3*x^2 - 3*x - 6,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (a22 - 1)""}, {""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (a22^2 + 4*a22 + 1)""}]",coefficient_field_unclear
5-4-5,2200,2,23,q + 1/2*a23*q^3 + O(q^6),3,1/2*a23,Number Field in a23 with defining polynomial x^4 + 2*x^3 - 36*x^2 - 24*x + 32,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5, 1/2*a23 + 2)""}, {""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5, 3/16*a23^3 + 1/4*a23^2 - 21/4*a23 - 1)""}]",coefficient_field_unclear
5-4-5,2200,2,23,q + 1/2*a23*q^3 + O(q^6),13,-4,Number Field in a23 with defining polynomial x^4 + 2*x^3 - 36*x^2 - 24*x + 32,number_field,True,True,1,,completed
5-4-5,2200,2,23,q + 1/2*a23*q^3 + O(q^6),17,3/16*a23^3 + 1/4*a23^2 - 29/4*a23 - 3,Number Field in a23 with defining polynomial x^4 + 2*x^3 - 36*x^2 - 24*x + 32,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5, 1/2*a23 + 2)""}, {""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5, 3/16*a23^3 + 1/4*a23^2 - 21/4*a23 - 1)""}]",coefficient_field_unclear
5-4-5,2200,2,23,q + 1/2*a23*q^3 + O(q^6),41,1/4*a23^3 + 1/2*a23^2 - 9*a23 - 2,Number Field in a23 with defining polynomial x^4 + 2*x^3 - 36*x^2 - 24*x + 32,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5, 1/2*a23 + 2)""}, {""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5, 3/16*a23^3 + 1/4*a23^2 - 21/4*a23 - 1)""}]",coefficient_field_unclear
5-4-5,2200,2,23,q + 1/2*a23*q^3 + O(q^6),61,-1/16*a23^3 - 1/4*a23^2 + 11/4*a23 + 11,Number Field in a23 with defining polynomial x^4 + 2*x^3 - 36*x^2 - 24*x + 32,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5, 1/2*a23 + 2)""}, {""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5, 3/16*a23^3 + 1/4*a23^2 - 21/4*a23 - 1)""}]",coefficient_field_unclear
5-4-5,2200,2,24,q + a24*q^3 + O(q^6),3,a24,Number Field in a24 with defining polynomial x^4 - x^3 - 9*x^2 + 3*x + 2,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (-a24^3 + 11*a24 + 1)""}, {""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (3*a24^3 + 8*a24^2 - a24 - 3)""}]",coefficient_field_unclear
5-4-5,2200,2,24,q + a24*q^3 + O(q^6),13,4,Number Field in a24 with defining polynomial x^4 - x^3 - 9*x^2 + 3*x + 2,number_field,True,True,4,,completed
5-4-5,2200,2,24,q + a24*q^3 + O(q^6),17,3/2*a24^3 - a24^2 - 29/2*a24 + 3,Number Field in a24 with defining polynomial x^4 - x^3 - 9*x^2 + 3*x + 2,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (-a24^3 + 11*a24 + 1)""}, {""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (3*a24^3 + 8*a24^2 - a24 - 3)""}]",coefficient_field_unclear
5-4-5,2200,2,24,q + a24*q^3 + O(q^6),41,-2*a24^3 + 2*a24^2 + 18*a24 - 2,Number Field in a24 with defining polynomial x^4 - x^3 - 9*x^2 + 3*x + 2,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (-a24^3 + 11*a24 + 1)""}, {""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (3*a24^3 + 8*a24^2 - a24 - 3)""}]",coefficient_field_unclear
5-4-5,2200,2,24,q + a24*q^3 + O(q^6),61,1/2*a24^3 - a24^2 - 11/2*a24 + 11,Number Field in a24 with defining polynomial x^4 - x^3 - 9*x^2 + 3*x + 2,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (-a24^3 + 11*a24 + 1)""}, {""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (3*a24^3 + 8*a24^2 - a24 - 3)""}]",coefficient_field_unclear
5-4-5,11,2,0,q - 2*q^2 - q^3 + 2*q^4 + q^5 + O(q^6),3,-1,Rational Field,rational_integer,True,True,4,,completed
5-4-5,11,2,0,q - 2*q^2 - q^3 + 2*q^4 + q^5 + O(q^6),13,4,Rational Field,rational_integer,True,True,4,,completed
5-4-5,11,2,0,q - 2*q^2 - q^3 + 2*q^4 + q^5 + O(q^6),17,-2,Rational Field,rational_integer,True,True,3,,completed
5-4-5,11,2,0,q - 2*q^2 - q^3 + 2*q^4 + q^5 + O(q^6),41,-8,Rational Field,rational_integer,True,True,2,,completed
5-4-5,11,2,0,q - 2*q^2 - q^3 + 2*q^4 + q^5 + O(q^6),61,12,Rational Field,rational_integer,True,True,2,,completed
5-4-5,275,2,0,q - q^2 - q^4 + O(q^6),3,0,Rational Field,rational_integer,True,True,0,,completed
5-4-5,275,2,0,q - q^2 - q^4 + O(q^6),13,-2,Rational Field,rational_integer,True,True,3,,completed
5-4-5,275,2,0,q - q^2 - q^4 + O(q^6),17,-6,Rational Field,rational_integer,True,True,4,,completed
5-4-5,275,2,0,q - q^2 - q^4 + O(q^6),41,2,Rational Field,rational_integer,True,True,2,,completed
5-4-5,275,2,0,q - q^2 - q^4 + O(q^6),61,-10,Rational Field,rational_integer,True,True,0,,completed
5-4-5,275,2,1,q + 2*q^2 + q^3 + 2*q^4 + O(q^6),3,1,Rational Field,rational_integer,True,True,1,,completed
5-4-5,275,2,1,q + 2*q^2 + q^3 + 2*q^4 + O(q^6),13,-4,Rational Field,rational_integer,True,True,1,,completed
5-4-5,275,2,1,q + 2*q^2 + q^3 + 2*q^4 + O(q^6),17,2,Rational Field,rational_integer,True,True,2,,completed
5-4-5,275,2,1,q + 2*q^2 + q^3 + 2*q^4 + O(q^6),41,-8,Rational Field,rational_integer,True,True,2,,completed
5-4-5,275,2,1,q + 2*q^2 + q^3 + 2*q^4 + O(q^6),61,12,Rational Field,rational_integer,True,True,2,,completed
5-4-5,275,2,2,q + a2*q^2 + (-2*a2 - 2)*q^3 + (-2*a2 - 1)*q^4 + O(q^6),3,-2*a2 - 2,Number Field in a2 with defining polynomial x^2 + 2*x - 1,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,275,2,2,q + a2*q^2 + (-2*a2 - 2)*q^3 + (-2*a2 - 1)*q^4 + O(q^6),13,2*a2 + 6,Number Field in a2 with defining polynomial x^2 + 2*x - 1,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,275,2,2,q + a2*q^2 + (-2*a2 - 2)*q^3 + (-2*a2 - 1)*q^4 + O(q^6),17,2*a2 - 2,Number Field in a2 with defining polynomial x^2 + 2*x - 1,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,275,2,2,q + a2*q^2 + (-2*a2 - 2)*q^3 + (-2*a2 - 1)*q^4 + O(q^6),41,6,Number Field in a2 with defining polynomial x^2 + 2*x - 1,number_field,True,True,1,,completed
5-4-5,275,2,2,q + a2*q^2 + (-2*a2 - 2)*q^3 + (-2*a2 - 1)*q^4 + O(q^6),61,8*a2 + 10,Number Field in a2 with defining polynomial x^2 + 2*x - 1,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,275,2,3,q + a3*q^2 + (a3 - 1)*q^3 + (-a3 - 1)*q^4 + O(q^6),3,a3 - 1,Number Field in a3 with defining polynomial x^2 + x - 1,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (-2*a3 - 1)""}]",coefficient_field_unclear
5-4-5,275,2,3,q + a3*q^2 + (a3 - 1)*q^3 + (-a3 - 1)*q^4 + O(q^6),13,2*a3 - 3,Number Field in a3 with defining polynomial x^2 + x - 1,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (-2*a3 - 1)""}]",coefficient_field_unclear
5-4-5,275,2,3,q + a3*q^2 + (a3 - 1)*q^3 + (-a3 - 1)*q^4 + O(q^6),17,-a3 - 1,Number Field in a3 with defining polynomial x^2 + x - 1,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (-2*a3 - 1)""}]",coefficient_field_unclear
5-4-5,275,2,3,q + a3*q^2 + (a3 - 1)*q^3 + (-a3 - 1)*q^4 + O(q^6),41,-3,Number Field in a3 with defining polynomial x^2 + x - 1,number_field,True,True,2,,completed
5-4-5,275,2,3,q + a3*q^2 + (a3 - 1)*q^3 + (-a3 - 1)*q^4 + O(q^6),61,-5*a3 - 8,Number Field in a3 with defining polynomial x^2 + x - 1,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (-2*a3 - 1)""}]",coefficient_field_unclear
5-4-5,275,2,4,q + a4*q^2 + (-a4 - 1)*q^3 + (-a4 + 1)*q^4 + O(q^6),3,-a4 - 1,Number Field in a4 with defining polynomial x^2 + x - 3,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,275,2,4,q + a4*q^2 + (-a4 - 1)*q^3 + (-a4 + 1)*q^4 + O(q^6),13,-5,Number Field in a4 with defining polynomial x^2 + x - 3,number_field,True,True,0,,completed
5-4-5,275,2,4,q + a4*q^2 + (-a4 - 1)*q^3 + (-a4 + 1)*q^4 + O(q^6),17,-3*a4 - 3,Number Field in a4 with defining polynomial x^2 + x - 3,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,275,2,4,q + a4*q^2 + (-a4 - 1)*q^3 + (-a4 + 1)*q^4 + O(q^6),41,-2*a4 - 3,Number Field in a4 with defining polynomial x^2 + x - 3,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,275,2,4,q + a4*q^2 + (-a4 - 1)*q^3 + (-a4 + 1)*q^4 + O(q^6),61,-3*a4 - 4,Number Field in a4 with defining polynomial x^2 + x - 3,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,275,2,5,q + a5*q^2 + (-a5 + 1)*q^3 + (a5 + 1)*q^4 + O(q^6),3,-a5 + 1,Number Field in a5 with defining polynomial x^2 - x - 3,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,275,2,5,q + a5*q^2 + (-a5 + 1)*q^3 + (a5 + 1)*q^4 + O(q^6),13,5,Number Field in a5 with defining polynomial x^2 - x - 3,number_field,True,True,0,,completed
5-4-5,275,2,5,q + a5*q^2 + (-a5 + 1)*q^3 + (a5 + 1)*q^4 + O(q^6),17,-3*a5 + 3,Number Field in a5 with defining polynomial x^2 - x - 3,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,275,2,5,q + a5*q^2 + (-a5 + 1)*q^3 + (a5 + 1)*q^4 + O(q^6),41,2*a5 - 3,Number Field in a5 with defining polynomial x^2 - x - 3,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,275,2,5,q + a5*q^2 + (-a5 + 1)*q^3 + (a5 + 1)*q^4 + O(q^6),61,3*a5 - 4,Number Field in a5 with defining polynomial x^2 - x - 3,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (5)""}]",coefficient_field_unclear
5-4-5,275,2,6,q + a6*q^2 + (a6 + 1)*q^3 + (a6 - 1)*q^4 + O(q^6),3,a6 + 1,Number Field in a6 with defining polynomial x^2 - x - 1,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (-2*a6 + 1)""}]",coefficient_field_unclear
5-4-5,275,2,6,q + a6*q^2 + (a6 + 1)*q^3 + (a6 - 1)*q^4 + O(q^6),13,2*a6 + 3,Number Field in a6 with defining polynomial x^2 - x - 1,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (-2*a6 + 1)""}]",coefficient_field_unclear
5-4-5,275,2,6,q + a6*q^2 + (a6 + 1)*q^3 + (a6 - 1)*q^4 + O(q^6),17,-a6 + 1,Number Field in a6 with defining polynomial x^2 - x - 1,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (-2*a6 + 1)""}]",coefficient_field_unclear
5-4-5,275,2,6,q + a6*q^2 + (a6 + 1)*q^3 + (a6 - 1)*q^4 + O(q^6),41,-3,Number Field in a6 with defining polynomial x^2 - x - 1,number_field,True,True,2,,completed
5-4-5,275,2,6,q + a6*q^2 + (a6 + 1)*q^3 + (a6 - 1)*q^4 + O(q^6),61,5*a6 - 8,Number Field in a6 with defining polynomial x^2 - x - 1,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (-2*a6 + 1)""}]",coefficient_field_unclear
5-4-5,275,2,7,q + a7*q^2 + (-1/2*a7^3 + 7/2*a7)*q^3 + (a7^2 - 2)*q^4 + O(q^6),3,-1/2*a7^3 + 7/2*a7,Number Field in a7 with defining polynomial x^4 - 7*x^2 + 4,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (-a7^2 + a7 + 3)""}, {""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (a7^2 + a7 - 3)""}]",coefficient_field_unclear
5-4-5,275,2,7,q + a7*q^2 + (-1/2*a7^3 + 7/2*a7)*q^3 + (a7^2 - 2)*q^4 + O(q^6),13,0,Number Field in a7 with defining polynomial x^4 - 7*x^2 + 4,number_field,True,True,0,,completed
5-4-5,275,2,7,q + a7*q^2 + (-1/2*a7^3 + 7/2*a7)*q^3 + (a7^2 - 2)*q^4 + O(q^6),17,a7^3 - 7*a7,Number Field in a7 with defining polynomial x^4 - 7*x^2 + 4,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (-a7^2 + a7 + 3)""}, {""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (a7^2 + a7 - 3)""}]",coefficient_field_unclear
5-4-5,275,2,7,q + a7*q^2 + (-1/2*a7^3 + 7/2*a7)*q^3 + (a7^2 - 2)*q^4 + O(q^6),41,2*a7^2 - 4,Number Field in a7 with defining polynomial x^4 - 7*x^2 + 4,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (-a7^2 + a7 + 3)""}, {""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (a7^2 + a7 - 3)""}]",coefficient_field_unclear
5-4-5,275,2,7,q + a7*q^2 + (-1/2*a7^3 + 7/2*a7)*q^3 + (a7^2 - 2)*q^4 + O(q^6),61,-2*a7^2 + 12,Number Field in a7 with defining polynomial x^4 - 7*x^2 + 4,number_field,False,False,,"[{""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (-a7^2 + a7 + 3)""}, {""error"": ""too many values to unpack (expected 2)"", ""prime_above_5"": ""Fractional ideal (a7^2 + a7 - 3)""}]",coefficient_field_unclear
